P_OpCo	P_CustomerID	P_UserID	P_Location	P_StorageName	P_FoodType	P_GroupName	P_SupplierName	P_Address	P_ContactName	P_Email	P_PhoneNumber	P_Notes	P_ProductName	P_MaterialID	P_Brand	P_AvgWtPerCase	P_PackPerSize	P_UOM	P_CategoryName	P_InvoiceNumber
067	173047	173047	expenseCategory	F	food	PT_Group12966	PT_Sup12966	PT_Add12966	PT_ContactName12966	PT_EMAIL02@test.com	PT_Phone12966	PT_SampleNotes12966	NSPT12966	PT14165	PT_Prod12966	20	5	EA	Dairy	PTINV13078
067	173054	173054	expenseCategory	D	nonFood	PT_Group12967	PT_Sup12967	PT_Add12967	PT_ContactName12967	PT_EMAIL01@test.com	PT_Phone12967	PT_SampleNotes12967	NSPT12967	PT14166	PT_Prod12967	25	5	CS	Dairy	PTINV13079
067	173062	173062	location	F	food	PT_Group12968	PT_Sup12968	PT_Add12968	PT_ContactName12968	PT_EMAIL02@test.com	PT_Phone12968	PT_SampleNotes12968	NSPT12968	PT14167	PT_Prod12968	10	5	EA	Dairy	PTINV13080
067	173070	173070	expenseCategory	C	food	PT_Group12969	PT_Sup12969	PT_Add12969	PT_ContactName12969	PT_EMAIL01@test.com	PT_Phone12969	PT_SampleNotes12969	NSPT12969	PT14168	PT_Prod12969	12	5	CS	Paper Towel	PTINV13081
067	173088	173088	expenseCategory	D	food	PT_Group12970	PT_Sup12970	PT_Add12970	PT_ContactName12970	PT_EMAIL02@test.com	PT_Phone12970	PT_SampleNotes12970	NSPT12970	PT14169	PT_Prod12970	15	5	EA	Paper Towel	PTINV13082
067	173096	173096	expenseCategory	F	food	PT_Group12971	PT_Sup12971	PT_Add12971	PT_ContactName12971	PT_EMAIL01@test.com	PT_Phone12971	PT_SampleNotes12971	NSPT12971	PT14170	PT_Prod12971	18	5	CS	Paper Towel	PTINV13083
067	173112	173112	expenseCategory	D	nonFood	PT_Group12972	PT_Sup12972	PT_Add12972	PT_ContactName12972	PT_EMAIL02@test.com	PT_Phone12972	PT_SampleNotes12972	NSPT12972	PT14171	PT_Prod12972	30	5	EA	Paper Towel	PTINV13084
067	173138	173138	expenseCategory	F	food	PT_Group12973	PT_Sup12973	PT_Add12973	PT_ContactName12973	PT_EMAIL01@test.com	PT_Phone12973	PT_SampleNotes12973	NSPT12973	PT14172	PT_Prod12973	15	5	CS	Meat	PTINV13085
067	173146	173146	expenseCategory	C	food	PT_Group12974	PT_Sup12974	PT_Add12974	PT_ContactName12974	PT_EMAIL02@test.com	PT_Phone12974	PT_SampleNotes12974	NSPT12974	PT14173	PT_Prod12974	20	5	EA	Meat	PTINV13086
067	173153	173153	location	D	food	PT_Group12975	PT_Sup12975	PT_Add12975	PT_ContactName12975	PT_EMAIL01@test.com	PT_Phone12975	PT_SampleNotes12975	NSPT12975	PT14174	PT_Prod12975	12	5	CS	Meat	PTINV13087
067	173187	173187	expenseCategory	F	food	PT_Group12976	PT_Sup12976	PT_Add12976	PT_ContactName12976	PT_EMAIL02@test.com	PT_Phone12976	PT_SampleNotes12976	NSPT12976	PT14175	PT_Prod12976	15	5	EA	Dairy	PTINV13088
067	173195	173195	expenseCategory	D	nonFood	PT_Group12977	PT_Sup12977	PT_Add12977	PT_ContactName12977	PT_EMAIL01@test.com	PT_Phone12977	PT_SampleNotes12977	NSPT12977	PT14176	PT_Prod12977	16	5	CS	Dairy	PTINV13089
067	173203	173203	expenseCategory	F	food	PT_Group12978	PT_Sup12978	PT_Add12978	PT_ContactName12978	PT_EMAIL02@test.com	PT_Phone12978	PT_SampleNotes12978	NSPT12978	PT14177	PT_Prod12978	20	5	EA	Dairy	PTINV13090
067	173211	173211	expenseCategory	C	food	PT_Group12979	PT_Sup12979	PT_Add12979	PT_ContactName12979	PT_EMAIL01@test.com	PT_Phone12979	PT_SampleNotes12979	NSPT12979	PT14178	PT_Prod12979	25	5	CS	Paper Towel	PTINV13091
067	173229	173229	expenseCategory	D	food	PT_Group12980	PT_Sup12980	PT_Add12980	PT_ContactName12980	PT_EMAIL02@test.com	PT_Phone12980	PT_SampleNotes12980	NSPT12980	PT14179	PT_Prod12980	10	5	EA	Paper Towel	PTINV13092
067	173237	173237	expenseCategory	F	food	PT_Group12981	PT_Sup12981	PT_Add12981	PT_ContactName12981	PT_EMAIL01@test.com	PT_Phone12981	PT_SampleNotes12981	NSPT12981	PT14180	PT_Prod12981	12	5	CS	Paper Towel	PTINV13093
067	173252	173252	expenseCategory	D	nonFood	PT_Group12982	PT_Sup12982	PT_Add12982	PT_ContactName12982	PT_EMAIL02@test.com	PT_Phone12982	PT_SampleNotes12982	NSPT12982	PT14181	PT_Prod12982	15	5	EA	Paper Towel	PTINV13094
067	173260	173260	location	F	food	PT_Group12983	PT_Sup12983	PT_Add12983	PT_ContactName12983	PT_EMAIL01@test.com	PT_Phone12983	PT_SampleNotes12983	NSPT12983	PT14182	PT_Prod12983	18	5	CS	Dairy	PTINV13095
067	173278	173278	expenseCategory	C	food	PT_Group12984	PT_Sup12984	PT_Add12984	PT_ContactName12984	PT_EMAIL02@test.com	PT_Phone12984	PT_SampleNotes12984	NSPT12984	PT14183	PT_Prod12984	30	5	EA	Paper Towel	PTINV13096
067	173286	173286	expenseCategory	D	food	PT_Group12985	PT_Sup12985	PT_Add12985	PT_ContactName12985	PT_EMAIL01@test.com	PT_Phone12985	PT_SampleNotes12985	NSPT12985	PT14184	PT_Prod12985	15	5	CS	Paper Towel	PTINV13097
067	173294	173294	expenseCategory	F	food	PT_Group12986	PT_Sup12986	PT_Add12986	PT_ContactName12986	PT_EMAIL02@test.com	PT_Phone12986	PT_SampleNotes12986	NSPT12986	PT14185	PT_Prod12986	20	5	EA	Meat	PTINV13098
067	173302	173302	expenseCategory	D	nonFood	PT_Group12987	PT_Sup12987	PT_Add12987	PT_ContactName12987	PT_EMAIL01@test.com	PT_Phone12987	PT_SampleNotes12987	NSPT12987	PT14186	PT_Prod12987	12	5	CS	Meat	PTINV13099
067	173310	173310	expenseCategory	F	food	PT_Group12988	PT_Sup12988	PT_Add12988	PT_ContactName12988	PT_EMAIL02@test.com	PT_Phone12988	PT_SampleNotes12988	NSPT12988	PT14187	PT_Prod12988	15	5	EA	Meat	PTINV13100
067	173328	173328	expenseCategory	C	food	PT_Group12989	PT_Sup12989	PT_Add12989	PT_ContactName12989	PT_EMAIL01@test.com	PT_Phone12989	PT_SampleNotes12989	NSPT12989	PT14188	PT_Prod12989	16	5	CS	Dairy	PTINV13101
067	173336	173336	expenseCategory	D	food	PT_Group12990	PT_Sup12990	PT_Add12990	PT_ContactName12990	PT_EMAIL02@test.com	PT_Phone12990	PT_SampleNotes12990	NSPT12990	PT14189	PT_Prod12990	20	5	EA	Dairy	PTINV13102
067	173344	173344	expenseCategory	F	food	PT_Group12991	PT_Sup12991	PT_Add12991	PT_ContactName12991	PT_EMAIL01@test.com	PT_Phone12991	PT_SampleNotes12991	NSPT12991	PT14190	PT_Prod12991	25	5	CS	Dairy	PTINV13103
067	173351	173351	location	D	nonFood	PT_Group12992	PT_Sup12992	PT_Add12992	PT_ContactName12992	PT_EMAIL02@test.com	PT_Phone12992	PT_SampleNotes12992	NSPT12992	PT14191	PT_Prod12992	10	5	EA	Paper Towel	PTINV13104
067	173369	173369	expenseCategory	F	food	PT_Group12993	PT_Sup12993	PT_Add12993	PT_ContactName12993	PT_EMAIL01@test.com	PT_Phone12993	PT_SampleNotes12993	NSPT12993	PT14192	PT_Prod12993	12	5	CS	Paper Towel	PTINV13105
067	173377	173377	expenseCategory	C	food	PT_Group12994	PT_Sup12994	PT_Add12994	PT_ContactName12994	PT_EMAIL02@test.com	PT_Phone12994	PT_SampleNotes12994	NSPT12994	PT14193	PT_Prod12994	15	5	EA	Paper Towel	PTINV13106
067	173385	173385	expenseCategory	D	food	PT_Group12995	PT_Sup12995	PT_Add12995	PT_ContactName12995	PT_EMAIL01@test.com	PT_Phone12995	PT_SampleNotes12995	NSPT12995	PT14194	PT_Prod12995	18	5	CS	Dairy	PTINV13107
067	173393	173393	expenseCategory	F	food	PT_Group12996	PT_Sup12996	PT_Add12996	PT_ContactName12996	PT_EMAIL02@test.com	PT_Phone12996	PT_SampleNotes12996	NSPT12996	PT14195	PT_Prod12996	30	5	EA	Paper Towel	PTINV13108
067	173419	173419	expenseCategory	D	nonFood	PT_Group12997	PT_Sup12997	PT_Add12997	PT_ContactName12997	PT_EMAIL01@test.com	PT_Phone12997	PT_SampleNotes12997	NSPT12997	PT14196	PT_Prod12997	15	5	CS	Paper Towel	PTINV13109
067	173427	173427	expenseCategory	F	food	PT_Group12998	PT_Sup12998	PT_Add12998	PT_ContactName12998	PT_EMAIL02@test.com	PT_Phone12998	PT_SampleNotes12998	NSPT12998	PT14197	PT_Prod12998	20	5	EA	Meat	PTINV13110
067	173443	173443	location	C	food	PT_Group12999	PT_Sup12999	PT_Add12999	PT_ContactName12999	PT_EMAIL01@test.com	PT_Phone12999	PT_SampleNotes12999	NSPT12999	PT14198	PT_Prod12999	12	5	CS	Meat	PTINV13111
067	173450	173450	expenseCategory	D	food	PT_Group13000	PT_Sup13000	PT_Add13000	PT_ContactName13000	PT_EMAIL02@test.com	PT_Phone13000	PT_SampleNotes13000	NSPT13000	PT14199	PT_Prod13000	15	5	EA	Meat	PTINV13112
067	173468	173468	expenseCategory	F	food	PT_Group13001	PT_Sup13001	PT_Add13001	PT_ContactName13001	PT_EMAIL01@test.com	PT_Phone13001	PT_SampleNotes13001	NSPT13001	PT14200	PT_Prod13001	12	5	CS	Meat	PTINV13113
067	173476	173476	expenseCategory	D	nonFood	PT_Group13002	PT_Sup13002	PT_Add13002	PT_ContactName13002	PT_EMAIL02@test.com	PT_Phone13002	PT_SampleNotes13002	NSPT13002	PT14201	PT_Prod13002	15	5	EA	Meat	PTINV13114
067	173484	173484	expenseCategory	F	food	PT_Group13003	PT_Sup13003	PT_Add13003	PT_ContactName13003	PT_EMAIL01@test.com	PT_Phone13003	PT_SampleNotes13003	NSPT13003	PT14202	PT_Prod13003	16	5	CS	Meat	PTINV13115
067	173492	173492	expenseCategory	C	food	PT_Group13004	PT_Sup13004	PT_Add13004	PT_ContactName13004	PT_EMAIL02@test.com	PT_Phone13004	PT_SampleNotes13004	NSPT13004	PT14203	PT_Prod13004	20	5	EA	Dairy	PTINV13116
067	173518	173518	expenseCategory	D	food	PT_Group13005	PT_Sup13005	PT_Add13005	PT_ContactName13005	PT_EMAIL01@test.com	PT_Phone13005	PT_SampleNotes13005	NSPT13005	PT14204	PT_Prod13005	25	5	CS	Dairy	PTINV13117
067	173526	173526	location	F	food	PT_Group13006	PT_Sup13006	PT_Add13006	PT_ContactName13006	PT_EMAIL02@test.com	PT_Phone13006	PT_SampleNotes13006	NSPT13006	PT14205	PT_Prod13006	10	5	EA	Dairy	PTINV13118
067	173534	173534	expenseCategory	D	nonFood	PT_Group13007	PT_Sup13007	PT_Add13007	PT_ContactName13007	PT_EMAIL01@test.com	PT_Phone13007	PT_SampleNotes13007	NSPT13007	PT14206	PT_Prod13007	12	5	CS	Paper Towel	PTINV13119
067	173542	173542	expenseCategory	F	food	PT_Group13008	PT_Sup13008	PT_Add13008	PT_ContactName13008	PT_EMAIL02@test.com	PT_Phone13008	PT_SampleNotes13008	NSPT13008	PT14207	PT_Prod13008	15	5	EA	Paper Towel	PTINV13120
067	173559	173559	expenseCategory	C	food	PT_Group13009	PT_Sup13009	PT_Add13009	PT_ContactName13009	PT_EMAIL01@test.com	PT_Phone13009	PT_SampleNotes13009	NSPT13009	PT14208	PT_Prod13009	18	5	CS	Paper Towel	PTINV13121
067	173567	173567	expenseCategory	D	food	PT_Group13010	PT_Sup13010	PT_Add13010	PT_ContactName13010	PT_EMAIL02@test.com	PT_Phone13010	PT_SampleNotes13010	NSPT13010	PT14209	PT_Prod13010	30	5	EA	Paper Towel	PTINV13122
067	173575	173575	expenseCategory	F	food	PT_Group13011	PT_Sup13011	PT_Add13011	PT_ContactName13011	PT_EMAIL01@test.com	PT_Phone13011	PT_SampleNotes13011	NSPT13011	PT14210	PT_Prod13011	15	5	CS	Dairy	PTINV13123
067	173583	173583	expenseCategory	D	nonFood	PT_Group13012	PT_Sup13012	PT_Add13012	PT_ContactName13012	PT_EMAIL02@test.com	PT_Phone13012	PT_SampleNotes13012	NSPT13012	PT14211	PT_Prod13012	20	5	EA	Paper Towel	PTINV13124
067	173591	173591	expenseCategory	F	food	PT_Group13013	PT_Sup13013	PT_Add13013	PT_ContactName13013	PT_EMAIL01@test.com	PT_Phone13013	PT_SampleNotes13013	NSPT13013	PT14212	PT_Prod13013	12	5	CS	Meat	PTINV13125
067	173609	173609	expenseCategory	C	food	PT_Group13014	PT_Sup13014	PT_Add13014	PT_ContactName13014	PT_EMAIL02@test.com	PT_Phone13014	PT_SampleNotes13014	NSPT13014	PT14213	PT_Prod13014	15	5	EA	Meat	PTINV13126
067	173617	173617	location	D	food	PT_Group13015	PT_Sup13015	PT_Add13015	PT_ContactName13015	PT_EMAIL01@test.com	PT_Phone13015	PT_SampleNotes13015	NSPT13015	PT14214	PT_Prod13015	16	5	CS	Meat	PTINV13127
067	173625	173625	expenseCategory	F	food	PT_Group13016	PT_Sup13016	PT_Add13016	PT_ContactName13016	PT_EMAIL02@test.com	PT_Phone13016	PT_SampleNotes13016	NSPT13016	PT14215	PT_Prod13016	20	5	EA	Dairy	PTINV13128
067	173633	173633	expenseCategory	D	nonFood	PT_Group13017	PT_Sup13017	PT_Add13017	PT_ContactName13017	PT_EMAIL01@test.com	PT_Phone13017	PT_SampleNotes13017	NSPT13017	PT14216	PT_Prod13017	25	5	CS	Dairy	PTINV13129
067	173641	173641	expenseCategory	F	food	PT_Group13018	PT_Sup13018	PT_Add13018	PT_ContactName13018	PT_EMAIL02@test.com	PT_Phone13018	PT_SampleNotes13018	NSPT13018	PT14217	PT_Prod13018	10	5	EA	Dairy	PTINV13130
067	173658	173658	expenseCategory	C	food	PT_Group13019	PT_Sup13019	PT_Add13019	PT_ContactName13019	PT_EMAIL01@test.com	PT_Phone13019	PT_SampleNotes13019	NSPT13019	PT14218	PT_Prod13019	12	5	CS	Paper Towel	PTINV13131
067	173666	173666	expenseCategory	D	food	PT_Group13020	PT_Sup13020	PT_Add13020	PT_ContactName13020	PT_EMAIL02@test.com	PT_Phone13020	PT_SampleNotes13020	NSPT13020	PT14219	PT_Prod13020	15	5	EA	Paper Towel	PTINV13132
067	173682	173682	expenseCategory	F	food	PT_Group13021	PT_Sup13021	PT_Add13021	PT_ContactName13021	PT_EMAIL01@test.com	PT_Phone13021	PT_SampleNotes13021	NSPT13021	PT14220	PT_Prod13021	18	5	CS	Paper Towel	PTINV13133
067	173690	173690	location	D	nonFood	PT_Group13022	PT_Sup13022	PT_Add13022	PT_ContactName13022	PT_EMAIL02@test.com	PT_Phone13022	PT_SampleNotes13022	NSPT13022	PT14221	PT_Prod13022	30	5	EA	Paper Towel	PTINV13134
067	173716	173716	expenseCategory	F	food	PT_Group13023	PT_Sup13023	PT_Add13023	PT_ContactName13023	PT_EMAIL01@test.com	PT_Phone13023	PT_SampleNotes13023	NSPT13023	PT14222	PT_Prod13023	15	5	CS	Meat	PTINV13135
067	173724	173724	expenseCategory	C	food	PT_Group13024	PT_Sup13024	PT_Add13024	PT_ContactName13024	PT_EMAIL02@test.com	PT_Phone13024	PT_SampleNotes13024	NSPT13024	PT14223	PT_Prod13024	20	5	EA	Meat	PTINV13136
067	173732	173732	expenseCategory	D	food	PT_Group13025	PT_Sup13025	PT_Add13025	PT_ContactName13025	PT_EMAIL01@test.com	PT_Phone13025	PT_SampleNotes13025	NSPT13025	PT14224	PT_Prod13025	12	5	CS	Meat	PTINV13137
067	173740	173740	expenseCategory	F	food	PT_Group13026	PT_Sup13026	PT_Add13026	PT_ContactName13026	PT_EMAIL02@test.com	PT_Phone13026	PT_SampleNotes13026	NSPT13026	PT14225	PT_Prod13026	15	5	EA	Dairy	PTINV13138
067	173757	173757	expenseCategory	D	nonFood	PT_Group13027	PT_Sup13027	PT_Add13027	PT_ContactName13027	PT_EMAIL01@test.com	PT_Phone13027	PT_SampleNotes13027	NSPT13027	PT14226	PT_Prod13027	16	5	CS	Dairy	PTINV13139
067	173765	173765	expenseCategory	F	food	PT_Group13028	PT_Sup13028	PT_Add13028	PT_ContactName13028	PT_EMAIL02@test.com	PT_Phone13028	PT_SampleNotes13028	NSPT13028	PT14227	PT_Prod13028	20	5	EA	Dairy	PTINV13140
067	173773	173773	expenseCategory	C	food	PT_Group13029	PT_Sup13029	PT_Add13029	PT_ContactName13029	PT_EMAIL01@test.com	PT_Phone13029	PT_SampleNotes13029	NSPT13029	PT14228	PT_Prod13029	25	5	CS	Paper Towel	PTINV13141
067	173781	173781	location	D	food	PT_Group13030	PT_Sup13030	PT_Add13030	PT_ContactName13030	PT_EMAIL02@test.com	PT_Phone13030	PT_SampleNotes13030	NSPT13030	PT14229	PT_Prod13030	10	5	EA	Paper Towel	PTINV13142
067	173807	173807	expenseCategory	F	food	PT_Group13031	PT_Sup13031	PT_Add13031	PT_ContactName13031	PT_EMAIL01@test.com	PT_Phone13031	PT_SampleNotes13031	NSPT13031	PT14230	PT_Prod13031	12	5	CS	Paper Towel	PTINV13143
067	173815	173815	expenseCategory	D	nonFood	PT_Group13032	PT_Sup13032	PT_Add13032	PT_ContactName13032	PT_EMAIL02@test.com	PT_Phone13032	PT_SampleNotes13032	NSPT13032	PT14231	PT_Prod13032	15	5	EA	Paper Towel	PTINV13144
067	173823	173823	expenseCategory	F	food	PT_Group13033	PT_Sup13033	PT_Add13033	PT_ContactName13033	PT_EMAIL01@test.com	PT_Phone13033	PT_SampleNotes13033	NSPT13033	PT14232	PT_Prod13033	18	5	CS	Dairy	PTINV13145
067	173831	173831	expenseCategory	C	food	PT_Group13034	PT_Sup13034	PT_Add13034	PT_ContactName13034	PT_EMAIL02@test.com	PT_Phone13034	PT_SampleNotes13034	NSPT13034	PT14233	PT_Prod13034	30	5	EA	Paper Towel	PTINV13146
067	173856	173856	expenseCategory	D	food	PT_Group13035	PT_Sup13035	PT_Add13035	PT_ContactName13035	PT_EMAIL01@test.com	PT_Phone13035	PT_SampleNotes13035	NSPT13035	PT14234	PT_Prod13035	15	5	CS	Paper Towel	PTINV13147
067	173864	173864	expenseCategory	F	food	PT_Group13036	PT_Sup13036	PT_Add13036	PT_ContactName13036	PT_EMAIL02@test.com	PT_Phone13036	PT_SampleNotes13036	NSPT13036	PT14235	PT_Prod13036	20	5	EA	Meat	PTINV13148
067	173880	173880	expenseCategory	D	nonFood	PT_Group13037	PT_Sup13037	PT_Add13037	PT_ContactName13037	PT_EMAIL01@test.com	PT_Phone13037	PT_SampleNotes13037	NSPT13037	PT14236	PT_Prod13037	12	5	CS	Meat	PTINV13149
067	173898	173898	expenseCategory	F	food	PT_Group13038	PT_Sup13038	PT_Add13038	PT_ContactName13038	PT_EMAIL02@test.com	PT_Phone13038	PT_SampleNotes13038	NSPT13038	PT14237	PT_Prod13038	15	5	EA	Meat	PTINV13150
067	173906	173906	location	C	food	PT_Group13039	PT_Sup13039	PT_Add13039	PT_ContactName13039	PT_EMAIL01@test.com	PT_Phone13039	PT_SampleNotes13039	NSPT13039	PT14238	PT_Prod13039	16	5	CS	Dairy	PTINV13151
067	173914	173914	expenseCategory	D	food	PT_Group13040	PT_Sup13040	PT_Add13040	PT_ContactName13040	PT_EMAIL02@test.com	PT_Phone13040	PT_SampleNotes13040	NSPT13040	PT14239	PT_Prod13040	20	5	EA	Dairy	PTINV13152
067	173922	173922	expenseCategory	F	food	PT_Group13041	PT_Sup13041	PT_Add13041	PT_ContactName13041	PT_EMAIL01@test.com	PT_Phone13041	PT_SampleNotes13041	NSPT13041	PT14240	PT_Prod13041	25	5	CS	Dairy	PTINV13153
067	173930	173930	expenseCategory	D	nonFood	PT_Group13042	PT_Sup13042	PT_Add13042	PT_ContactName13042	PT_EMAIL02@test.com	PT_Phone13042	PT_SampleNotes13042	NSPT13042	PT14241	PT_Prod13042	10	5	EA	Paper Towel	PTINV13154
067	173948	173948	expenseCategory	F	food	PT_Group13043	PT_Sup13043	PT_Add13043	PT_ContactName13043	PT_EMAIL01@test.com	PT_Phone13043	PT_SampleNotes13043	NSPT13043	PT14242	PT_Prod13043	12	5	CS	Paper Towel	PTINV13155
067	173955	173955	expenseCategory	C	food	PT_Group13044	PT_Sup13044	PT_Add13044	PT_ContactName13044	PT_EMAIL02@test.com	PT_Phone13044	PT_SampleNotes13044	NSPT13044	PT14243	PT_Prod13044	15	5	EA	Paper Towel	PTINV13156
067	173963	173963	expenseCategory	D	food	PT_Group13045	PT_Sup13045	PT_Add13045	PT_ContactName13045	PT_EMAIL01@test.com	PT_Phone13045	PT_SampleNotes13045	NSPT13045	PT14244	PT_Prod13045	18	5	CS	Dairy	PTINV13157
067	173971	173971	location	F	food	PT_Group13046	PT_Sup13046	PT_Add13046	PT_ContactName13046	PT_EMAIL02@test.com	PT_Phone13046	PT_SampleNotes13046	NSPT13046	PT14245	PT_Prod13046	30	5	EA	Paper Towel	PTINV13158
067	173989	173989	expenseCategory	D	nonFood	PT_Group13047	PT_Sup13047	PT_Add13047	PT_ContactName13047	PT_EMAIL01@test.com	PT_Phone13047	PT_SampleNotes13047	NSPT13047	PT14246	PT_Prod13047	15	5	CS	Paper Towel	PTINV13159
067	173997	173997	expenseCategory	F	food	PT_Group13048	PT_Sup13048	PT_Add13048	PT_ContactName13048	PT_EMAIL02@test.com	PT_Phone13048	PT_SampleNotes13048	NSPT13048	PT14247	PT_Prod13048	20	5	EA	Meat	PTINV13160
067	174003	174003	expenseCategory	C	food	PT_Group13049	PT_Sup13049	PT_Add13049	PT_ContactName13049	PT_EMAIL01@test.com	PT_Phone13049	PT_SampleNotes13049	NSPT13049	PT14248	PT_Prod13049	12	5	CS	Meat	PTINV13161
067	174011	174011	expenseCategory	D	food	PT_Group13050	PT_Sup13050	PT_Add13050	PT_ContactName13050	PT_EMAIL02@test.com	PT_Phone13050	PT_SampleNotes13050	NSPT13050	PT14249	PT_Prod13050	15	5	EA	Meat	PTINV13162
067	174029	174029	expenseCategory	F	food	PT_Group13051	PT_Sup13051	PT_Add13051	PT_ContactName13051	PT_EMAIL01@test.com	PT_Phone13051	PT_SampleNotes13051	NSPT13051	PT14250	PT_Prod13051	12	5	CS	Meat	PTINV13163
067	174037	174037	expenseCategory	D	nonFood	PT_Group13052	PT_Sup13052	PT_Add13052	PT_ContactName13052	PT_EMAIL02@test.com	PT_Phone13052	PT_SampleNotes13052	NSPT13052	PT14251	PT_Prod13052	15	5	EA	Meat	PTINV13164
067	174045	174045	expenseCategory	F	food	PT_Group13053	PT_Sup13053	PT_Add13053	PT_ContactName13053	PT_EMAIL01@test.com	PT_Phone13053	PT_SampleNotes13053	NSPT13053	PT14252	PT_Prod13053	16	5	CS	Meat	PTINV13165
067	174052	174052	location	C	food	PT_Group13054	PT_Sup13054	PT_Add13054	PT_ContactName13054	PT_EMAIL02@test.com	PT_Phone13054	PT_SampleNotes13054	NSPT13054	PT14253	PT_Prod13054	20	5	EA	Dairy	PTINV13166
067	174060	174060	expenseCategory	D	food	PT_Group13055	PT_Sup13055	PT_Add13055	PT_ContactName13055	PT_EMAIL01@test.com	PT_Phone13055	PT_SampleNotes13055	NSPT13055	PT14254	PT_Prod13055	25	5	CS	Dairy	PTINV13167
067	174078	174078	expenseCategory	F	food	PT_Group13056	PT_Sup13056	PT_Add13056	PT_ContactName13056	PT_EMAIL02@test.com	PT_Phone13056	PT_SampleNotes13056	NSPT13056	PT14255	PT_Prod13056	10	5	EA	Dairy	PTINV13168
067	174086	174086	expenseCategory	D	nonFood	PT_Group13057	PT_Sup13057	PT_Add13057	PT_ContactName13057	PT_EMAIL01@test.com	PT_Phone13057	PT_SampleNotes13057	NSPT13057	PT14256	PT_Prod13057	12	5	CS	Paper Towel	PTINV13169
067	174094	174094	expenseCategory	F	food	PT_Group13058	PT_Sup13058	PT_Add13058	PT_ContactName13058	PT_EMAIL02@test.com	PT_Phone13058	PT_SampleNotes13058	NSPT13058	PT14257	PT_Prod13058	15	5	EA	Paper Towel	PTINV13170
067	174102	174102	expenseCategory	C	food	PT_Group13059	PT_Sup13059	PT_Add13059	PT_ContactName13059	PT_EMAIL01@test.com	PT_Phone13059	PT_SampleNotes13059	NSPT13059	PT14258	PT_Prod13059	18	5	CS	Paper Towel	PTINV13171
067	174110	174110	expenseCategory	D	food	PT_Group13060	PT_Sup13060	PT_Add13060	PT_ContactName13060	PT_EMAIL02@test.com	PT_Phone13060	PT_SampleNotes13060	NSPT13060	PT14259	PT_Prod13060	30	5	EA	Paper Towel	PTINV13172
067	174128	174128	expenseCategory	F	food	PT_Group13061	PT_Sup13061	PT_Add13061	PT_ContactName13061	PT_EMAIL01@test.com	PT_Phone13061	PT_SampleNotes13061	NSPT13061	PT14260	PT_Prod13061	15	5	CS	Dairy	PTINV13173
067	174136	174136	expenseCategory	D	nonFood	PT_Group13062	PT_Sup13062	PT_Add13062	PT_ContactName13062	PT_EMAIL02@test.com	PT_Phone13062	PT_SampleNotes13062	NSPT13062	PT14261	PT_Prod13062	20	5	EA	Paper Towel	PTINV13174
067	174144	174144	location	F	food	PT_Group13063	PT_Sup13063	PT_Add13063	PT_ContactName13063	PT_EMAIL01@test.com	PT_Phone13063	PT_SampleNotes13063	NSPT13063	PT14262	PT_Prod13063	12	5	CS	Meat	PTINV13175
067	174151	174151	expenseCategory	C	food	PT_Group13064	PT_Sup13064	PT_Add13064	PT_ContactName13064	PT_EMAIL02@test.com	PT_Phone13064	PT_SampleNotes13064	NSPT13064	PT14263	PT_Prod13064	15	5	EA	Meat	PTINV13176
067	174169	174169	expenseCategory	D	food	PT_Group13065	PT_Sup13065	PT_Add13065	PT_ContactName13065	PT_EMAIL01@test.com	PT_Phone13065	PT_SampleNotes13065	NSPT13065	PT14264	PT_Prod13065	16	5	CS	Meat	PTINV13177
067	174177	174177	expenseCategory	F	food	PT_Group13066	PT_Sup13066	PT_Add13066	PT_ContactName13066	PT_EMAIL02@test.com	PT_Phone13066	PT_SampleNotes13066	NSPT13066	PT14265	PT_Prod13066	20	5	EA	Dairy	PTINV13178
067	174193	174193	expenseCategory	D	nonFood	PT_Group13067	PT_Sup13067	PT_Add13067	PT_ContactName13067	PT_EMAIL01@test.com	PT_Phone13067	PT_SampleNotes13067	NSPT13067	PT14266	PT_Prod13067	25	5	CS	Dairy	PTINV13179
067	174201	174201	expenseCategory	F	food	PT_Group13068	PT_Sup13068	PT_Add13068	PT_ContactName13068	PT_EMAIL02@test.com	PT_Phone13068	PT_SampleNotes13068	NSPT13068	PT14267	PT_Prod13068	10	5	EA	Dairy	PTINV13180
067	174219	174219	expenseCategory	C	food	PT_Group13069	PT_Sup13069	PT_Add13069	PT_ContactName13069	PT_EMAIL01@test.com	PT_Phone13069	PT_SampleNotes13069	NSPT13069	PT14268	PT_Prod13069	12	5	CS	Paper Towel	PTINV13181
067	174276	174276	location	D	food	PT_Group13070	PT_Sup13070	PT_Add13070	PT_ContactName13070	PT_EMAIL02@test.com	PT_Phone13070	PT_SampleNotes13070	NSPT13070	PT14269	PT_Prod13070	15	5	EA	Paper Towel	PTINV13182
067	174284	174284	expenseCategory	F	food	PT_Group13071	PT_Sup13071	PT_Add13071	PT_ContactName13071	PT_EMAIL01@test.com	PT_Phone13071	PT_SampleNotes13071	NSPT13071	PT14270	PT_Prod13071	18	5	CS	Paper Towel	PTINV13183
